Year,HTS_Code,Description,MFN_Rate,MFN_Rate_Raw,Category
2017,"87033201,""Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity > 1, 500cc but <= 2, 500cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87033301,""Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity > 2, 500cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87034000,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor incapable of charge by plug to exetrnal source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87035000,""Motor vehicles to transport persons, w/diesel engine & elec motor incapable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87036000,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor capable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87037000,""Motor vehicles to transport persons, w/diesel engine & elec motor capable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87038000,""Motor vehicles to transport persons, w/electric motor for propulsion"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2017,"87039001,""Motor vehicles to transport persons, nesoi"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",,,,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"12019000,""Soybeans, whether or not broken, other than seed"",""KG"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""4.4 cents/kg"",""1"",0.00,0.04,0.00,2/3/2012 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Soybean
2018,"85416000,""Mounted piezoelectric crystals"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1994 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85423100,""Electronic integrated circuits: processors and controllers"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/2007 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85423200,""Electronic integrated circuits: memories"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/2007 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85423300,""Electronic intergrated circuits: amplifiers"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/2007 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85423900,""Electronic integrated circuits: other"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/2007 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"87036000,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor capable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87037000,""Motor vehicles to transport persons, w/diesel engine & elec motor capable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87038000,""Motor vehicles to transport persons, w/electric motor for propulsion"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87032301,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM, P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"85411000,""Diodes, other than photosensitive or light-emitting diodes"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1993 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85412100,""Transistors, other than photosensitive transistors, with a dissipation rating of less than 1 W"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1989 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"87039001,""Motor vehicles to transport persons, nesoi"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87032101,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity <= 1, 000 cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87032201,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity > 1, 000cc but <=1, 500cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE, SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"85412900,""Transistors, other than photosensitive transistors, with a dissipation rating of 1 W or more"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1989 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85415000,""Semiconductor devices other than photosensitive semiconductor devices, nesoi"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1994 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85413000,""Thyristors, diacs and triacs, other than photosensitive devices"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1989 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85414020,""Light-emitting diodes (LED's)"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""20%"",""7"",0.20,0.00,0.00,1/1/1999 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85414060,""Diodes for semiconductor devices, other than light-emitting diodes, nesoi"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1989 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"87035000,""Motor vehicles to transport persons, w/diesel engine & elec motor incapable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87032401,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"87031050,""Golf carts and similar motor vehicles"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free(A,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",0.00,0.00,""D"",,,,,""IL"",,,,,""JO"",""0"",0.00,0.00,0.00,""SG"",""0"",0.00,0.00,0.00,""CL"",""0"",0.00,0.00,0.00,""MA"",""0"",0.00,0.00,0.00,""AU"",""0"",0.00,0.00,0.00,""BH"",""0"",0.00,0.00,0.00,""P"",""0"",0.00,0.00,0.00,,,,,,""OM"",""0"",0.00,0.00,0.00,""PE"",""0"",0.00,0.00,0.00,,,""10%"",""7"",0.10,0.00,0.00,1/1/2016 0:00:00,4/25/2018 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",""0"",0.00,0.00,0.00,""PA"",""0"",0.00,0.00,0.00,",,,,Auto
2018,"87033301,""Motor vehicles to transport persons, w/diesel engines, of a cylinder capacity > 2, 500cc"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
2018,"85414070,""Photosensitive transistors"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1989 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85414080,""Photosensitive semiconductor devices nesoi, optical coupled isolators"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1994 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"85414095,""Photosensitive semiconductor devices nesoi, other"",""NO"",,""B"",""Free"",""0"",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""35%"",""7"",0.35,0.00,0.00,1/1/1994 0:00:00,12/31/2050 0:00:00,,,,,,,,,,,,,,,,,,",,,,Chip
2018,"87031010,""Motor vehicles specially designed for traveling on snow"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",0.00,0.00,""D"",,,,,""IL"",,,,,""JO"",""0"",0.00,0.00,0.00,""SG"",""0"",0.00,0.00,0.00,""CL"",""0"",0.00,0.00,0.00,""MA"",""0"",0.00,0.00,0.00,""AU"",""0"",0.00,0.00,0.00,""BH"",""0"",0.00,0.00,0.00,""P"",""0"",0.00,0.00,0.00,,,,,,""OM"",""0"",0.00,0.00,0.00,""PE"",""0"",0.00,0.00,0.00,,,""10%"",""7"",0.10,0.00,0.00,1/1/2016 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",""0"",0.00,0.00,0.00,""PA"",""0"",0.00,0.00,0.00,",,,,Auto
2018,"87034000,""Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine & elec motor incapable of charge by plug to external source"",""NO"",,""B"",""2.5%"",""7"",,0.02,0.00,0.00,""Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)"",,""A+"",,""B"",,""CA"",""MX"",""0"",0.00,0.00,""E"",,,""D"",,,,,""IL"",,,,,""JO"",,,,,""SG"",,,,,""CL"",,,,,""MA"",,,,,""AU"",,,,,""BH"",,,,,""P"",,,,,,,,,,""OM"",,,,,""PE"",,,,,,,""10%"",,,,,1/1/2017 0:00:00,12/31/2050 0:00:00,,,""KR"",""0"",0.00,0.00,0.00,""CO"",,,,,""PA"",,,,,",,,,Auto
